breed,coat_type,coat_length,size,shedding,grooming_frequency,matting_risk,heat_sensitivity,moisture_sensitivity,double_coat,clipping_risk,style,season,price,maintenance_level,season_fit,clip_intensity,undercoat_safe,base_popularity,coat_compatible,size_compatible,expert_score
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,90.36
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,87.221
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,89.44
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,91.25500000000001
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,84.67999999999999
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,84.449
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.72
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.921000000000003
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,18.848000000000003
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.570000000000004
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.432000000000002
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,13.224
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,75.05999999999999
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,84.964
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,91.258
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.39099999999999
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.339999999999996
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.1575
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,90.86
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,86.129
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,35.44
Jack Russell Terrier,wire,short,small,medium,low,0.2,0.65,0.4,0,0.2,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,35.995
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,85.7525
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,84.449
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,23.2975
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.921000000000003
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,1,14.911000000000001
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,1,19.0725
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.541000000000004
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.570000000000004
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.894000000000002
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,13.224
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,76.29749999999999
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,84.964
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,95.61099999999999
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.39099999999999
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.4225
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,10.157499999999999
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,95.18
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,86.129
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,90.595
Mixed Breed,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,89.995
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,85.7525
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,84.449
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,23.2975
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.921000000000003
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,1,14.911000000000001
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,1,19.0725
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.541000000000004
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.570000000000004
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.894000000000002
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,13.224
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,76.29749999999999
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,84.964
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,95.61099999999999
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.39099999999999
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.4225
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,10.157499999999999
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,95.18
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,86.129
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,90.595
Other,single,medium,medium,medium,medium,0.5,0.65,0.55,0,0.3,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,89.995
